Record Type,ORI,Agency Name,Incident Number,Incident Date,Data Source,Report Date Indicator,Incident Hour,Cleared Exceptionally,CT Offense #1,CT Location #1,CT Offense #2,CT Location #2,CT Offense #3,CT Location #3,CT Offense #4,CT Location #4,CT Offense #5,CT Location #5,CT Offense #6,CT Location #6,CT Offense #7,CT Location #7,CT Offense #8,CT Location #8,CT Offense #9,CT Location #9,CT Offense #10,CT Location #10,Wpn Type #1,Wpn Auto #1,Wpn Type #2,Wpn Auto #2,Wpn Type #3,Wpn Auto #3,Victim Type #1,Victim Type #2,Victim Type #3,Victim Type #4,Victim Type #5,Victim Type #6,Victim Type #7,Victim Type #8,Victim Type #9,Stolen Prop Desc #1,Value of Stolen Prop #1,Prop Rec Date #1,Prop Rec Value #1,Stolen Prop Desc #2,Value of Stolen Prop #2,Prop Rec Date #2,Prop Rec Value #2,Stolen Prop Desc #3,Value of Stolen Prop #3,Prop Rec Date #3,Prop Rec Value #3,Stolen Prop Desc #4,Value of Stolen Prop #4,Prop Rec Date #4,Prop Rec Value #4,Stolen Prop Desc #5,Value of Stolen Prop #5,Prop Rec Date #5,Prop Rec Value #5,Stolen Prop Desc #6,Value of Stolen Prop #6,Prop Rec Date #6,Prop Rec Value #6,Stolen Prop Desc #7,Value of Stolen Prop #7,Prop Rec Date #7,Prop Rec Value #7,Stolen Prop Desc #8,Value of Stolen Prop #8,Prop Rec Date #8,Prop Rec Value #8,Stolen Prop Desc #9,Value of Stolen Prop #9,Prop Rec Date #9,Prop Rec Value #9,Stolen Prop Desc #10,Value of Stolen Prop #10,Prop Rec Date #10,Prop Rec Value #10,Unknown Offender Indicator,Offender Count,Age of Offender #1,Sex of Offender #1,Race of Offender #1,Ethnicity of Offender #1,Age of Offender #2,Sex of Offender #2,Race of Offender #2,Ethnicity of Offender #2,Age of Offender #3,Sex of Offender #3,Race of Offender #3,Ethnicity of Offender #3,Age of Offender #4,Sex of Offender #4,Race of Offender #4,Ethnicity of Offender #4,Age of Offender #5,Sex of Offender #5,Race of Offender #5,Ethnicity of Offender #5,Arrestee Count,Age of Arrestee #1,Sex of Arrestee #1,Race of Arrestee #1,Ethnicity of Arrestee #1,Age of Arrestee #2,Sex of Arrestee #2,Race of Arrestee #2,Ethnicity of Arrestee #2,Age of Arrestee #3,Sex of Arrestee #3,Race of Arrestee #3,Ethnicity of Arrestee #3,Age of Arrestee #4,Sex of Arrestee #4,Race of Arrestee #4,Ethnicity of Arrestee #4,Age of Arrestee #5,Sex of Arrestee #5,Race of Arrestee #5,Ethnicity of Arrestee #5
IR,DE0020600,WILMINGTON,3013023809,20130412,N,R,08,,23D,19,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,16,2040,00000000,0,38,4000,00000000,0,43,6300,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,1,39,M,B,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,DE303SP00,SP: SUSSEX C,0413057066,20131003,N,R,14,,23F,12,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,08,74,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,IN0410300,GREENWOOD,G13L24164,20131110,H,,,,23F,18,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,08,500,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,00,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,,,,0,,,,0,,,,0,,,,0,,,
IR,IN0410300,GREENWOOD,G13L22797,20131022,H,,0,,23F,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,8,200,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,,,,0,,,,0,,,,0,,,,0,,,,,,,
IR,ME0030600,SOUTH PORTLA,0213001478,20130219,N,,08,,23F,18,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,08,300,20130219,300,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,1,46,M,W,,,,,,,,,,,,,,,,,,1,46,M,W,N,,,,,,,,,,,,,,,,
IR,MI1124900,BENTON TOWNS,130013010182,20131028,N,,07,,240,23,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,24,1,20131111,1,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,MI2532100,CLIO,130000000296,20130914,N,,01,,23F,18,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,08,850,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,MI3053600,LITCHFIELD,130000000245,20130211,N,R,09,,23H,48,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,19,30000,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,MI3713700,ISABELLA,130001302257,20130917,N,R,14,,23D,25,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,70,150,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,MI3889000,BLACKMAN TOW,131300012796,20130816,N,,14,,23F,51,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,77,200,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,MI4185000,KENTWOOD,131300009516,20130616,N,,01,,240,18,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,03,25000,00000000,0,78,20000,00000000,0,08,20000,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,1,50,M,W,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,MI5030300,CENTER LINE,130130002444,20130424,N,,09,,23F,18,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,38,1,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,MI5074000,SHELBY TOWNS,130130034220,20131102,N,,13,,23H,05,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,59,100,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,MI5074000,SHELBY TOWNS,130130021522,20130703,N,,09,,240,18,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,03,1,20130703,1,78,1,20130703,1,19,1,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,MI5074000,SHELBY TOWNS,130130014435,20130501,N,,17,,240,18,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,37,30000,20130502,30000,78,30000,20130502,30000,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,1,40,M,B,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,MI5074000,SHELBY TOWNS,130130017327,20130528,N,,06,,240,18,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,37,38000,00000000,0,08,100000,00000000,0,78,6000,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,MI5074000,SHELBY TOWNS,130130008541,20130312,N,,20,,240,13,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,03,1,20130314,1,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,MI5076500,STERLING HEI,131300006556,20130103,N,,12,,23H,02,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,20,2000,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,MI5080600,WARREN,130130054962,20130812,N,,08,,23H,25,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,16,175,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,MI5080600,WARREN,130130063961,20131024,N,,09,,240,18,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,03,1,20131122,1,15,1,00000000,0,77,1,00000000,0,19,1,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,MI5080600,WARREN,130130004209,20130121,N,,23,,23F,13,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,43,600,00000000,0,38,200,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,MI5080600,WARREN,130130051391,20130825,N,,00,,23H,05,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,08,40000,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,MI5080600,WARREN,130130038879,20130702,N,,12,,120,07,,,,,,,,,,,,,,,,,,,12,,,,,,I,B,,,,,,,,03,26000,00000000,0,20,4151,20130702,4151,19,1,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,MI5080600,WARREN,130130029542,20130524,N,,06,,23H,13,290,13,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,08,1404,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,MI5080600,WARREN,130130037107,20130625,N,,06,,23H,18,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,08,300,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,MI5080600,WARREN,130130031126,20130531,N,,04,,23H,13,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,08,1152,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,MI5080600,WARREN,130130033488,20130610,N,,04,,23H,13,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,08,1000,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,MI5815800,MONROE,130000022593,20130915,N,,04,,23F,18,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,08,1000,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,MI5815800,MONROE,130000022853,20130918,N,,08,,23F,18,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,08,5000,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,MI5815800,MONROE,130000025273,20131015,N,,08,,23F,51,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,08,10,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,1,00,U,U,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,MI5815800,MONROE,130000025266,20131015,N,,06,,23H,18,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,08,3000,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,MI5815800,MONROE,130000024707,20131009,N,,06,,23F,51,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,08,250,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,MI6331600,CLAWSON,130130003530,20130823,N,,11,,120,13,,,,,,,,,,,,,,,,,,,12,,,,,,I,B,,,,,,,,03,1,20130823,1,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,1,30,M,B,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,MI6362800,OAK PARK,130130013767,20131002,N,,09,,23H,25,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,19,549,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,MI7235500,DENTON TOWNS,130000131953,20131205,N,,11,,23H,25,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,77,87,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,MI8118100,WASHTENAW,130130010692,20130212,N,,19,,23H,20,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,59,175,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,00,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,MI8234400,DEARBORN HEI,130130008312,20130514,N,,10,,120,09,280,13,35A,13,,,,,,,,,,,,,,,12,,,,,,I,B,S,,,,,,,10,3,00000000,0,34,1,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,3,35,M,B,,00,U,U,,00,U,U,,,,,,,,,,1,35,M,B,,,,,,,,,,,,,,,,,
IR,MI8245300,HAMTRAMCK,130130003602,20130417,N,,15,,120,13,,,,,,,,,,,,,,,,,,,40,,,,,,I,,,,,,,,,26,1,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,2,00,U,U,,00,U,U,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
IR,MI8247100,HIGHLAND PAR,130000000695,20130403,N,R,07,,23H,13,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,19,826,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,0,00000000,0,,1,00,U,U,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
